component	gene	role	source_gene	measured
iCMS2	SPINK1	target	SPINK1	True
iCMS2	SPRYD7	target	SPRYD7	True
iCMS2	ST6GAL1	target	ST6GAL1	True
iCMS2	STAU1	target	STAU1	True
iCMS2	STK4	target	STK4	True
iCMS2	STRAP	target	STRAP	True
iCMS2	STX16	target	STX16	True
iCMS2	SUCLA2	target	SUCLA2	True
iCMS2	SUPT20H	target	SUPT20H	True
iCMS2	SYS1	target	SYS1	True
iCMS2	TBC1D4	target	TBC1D4	True
iCMS2	TBRG4	target	TBRG4	True
iCMS2	TCF7	target	TCF7	True
iCMS2	TDGF1	target	TDGF1	True
iCMS2	TFCP2L1	target	TFCP2L1	True
iCMS2	THBS1	target	THBS1	True
iCMS2	TIMM17B	target	TIMM17B	True
iCMS2	TIMM8A	target	TIMM8A	True
iCMS2	TIMP3	target	TIMP3	True
iCMS2	TLE2	target	TLE2	True
iCMS2	TNNC2	target	TNNC2	True
iCMS2	TOMM34	target	TOMM34	True
iCMS2	TOP1MT	target	TOP1MT	True
iCMS2	TP53RK	target	TP53RK	True
iCMS2	TPD52L2	target	TPD52L2	True
iCMS2	TPX2	target	TPX2	True
iCMS2	TRAP1	target	TRAP1	True
iCMS2	TRIB3	target	TRIB3	True
iCMS2	TRPC4AP	target	TRPC4AP	True
iCMS2	TSC22D1	target	TSC22D1	True
iCMS2	TSPAN6	target	TSPAN6	True
iCMS2	TWISTNB	target	TWISTNB	True
iCMS2	TXLNG	target	TXLNG	True
iCMS2	TXNDC9	target	TXNDC9	True
iCMS2	UBA2	target	UBA2	True
iCMS2	UBAC2	target	UBAC2	True
iCMS2	UBE2C	target	UBE2C	True
iCMS2	UCA1	target	UCA1	True
iCMS2	UCHL3	target	UCHL3	True
iCMS2	UCKL1	target	UCKL1	True
iCMS2	UGT2A3	target	UGT2A3	True
iCMS2	UPF3A	target	UPF3A	True
iCMS2	UTP14A	target	UTP14A	True
iCMS2	UTP23	target	UTP23	True
iCMS2	UTP4	target	UTP4	True
iCMS2	VAPB	target	VAPB	True
iCMS2	VAV3	target	VAV3	True
iCMS2	VBP1	target	VBP1	True
iCMS2	VMA21	target	VMA21	True
iCMS2	XRN2	target	XRN2	True
iCMS2	YAE1D1	target		False
iCMS2	YTHDF1	target	YTHDF1	True
iCMS2	YWHAB	target	YWHAB	True
iCMS2	ZBTB10	target	ZBTB10	True
iCMS2	ZC3H13	target	ZC3H13	True
iCMS2	ZDHHC9	target	ZDHHC9	True
iCMS2	ZFAND1	target	ZFAND1	True
iCMS2	ZFAS1	target	ZFAS1	True
iCMS2	ZMYND8	target	ZMYND8	True
iCMS2	ZNF503	target	ZNF503	True
iCMS2	AC135166.1	control	AC135166.1	True
iCMS2	AC247036.1	control	AC247036.1	True
iCMS2	AC145207.2	control	AC145207.2	True
iCMS2	CALY	control	CALY	True
iCMS2	AC090001.1	control	AC090001.1	True
iCMS2	LINC02740	control	LINC02740	True
iCMS2	ZIC1	control	ZIC1	True
iCMS2	AC147651.4	control	AC147651.4	True
iCMS2	SPATA45	control	SPATA45	True
iCMS2	AL606537.1	control	AL606537.1	True
iCMS2	GPR75	control	GPR75	True
iCMS2	AC005540.1	control	AC005540.1	True
iCMS2	LINC01484	control	LINC01484	True
iCMS2	AL132765.2	control	AL132765.2	True
iCMS2	AC012358.1	control	AC012358.1	True
iCMS2	SIX3	control	SIX3	True
iCMS2	AC113386.1	control	AC113386.1	True
iCMS2	AC018904.1	control	AC018904.1	True
iCMS2	BHMT2	control	BHMT2	True
iCMS2	AC148476.1	control	AC148476.1	True
iCMS2	AC003958.2	control	AC003958.2	True
iCMS2	AC092338.1	control	AC092338.1	True
iCMS2	AC116345.4	control	AC116345.4	True
iCMS2	AC092112.1	control	AC092112.1	True
iCMS2	CELA2B	control	CELA2B	True
iCMS2	CD37	control	CD37	True
iCMS2	DIAPH3-AS2	control	DIAPH3-AS2	True
iCMS2	ACBD7	control	ACBD7	True
iCMS2	OR51E1	control	OR51E1	True
iCMS2	LINC01521	control	LINC01521	True
iCMS2	AC016957.2	control	AC016957.2	True
iCMS2	LINC00880	control	LINC00880	True
iCMS2	LINC01271	control	LINC01271	True
iCMS2	PTF1A	control	PTF1A	True
iCMS2	AL137077.2	control	AL137077.2	True
iCMS2	PDGFD	control	PDGFD	True
iCMS2	AC135457.1	control	AC135457.1	True
iCMS2	TMEM72	control	TMEM72	True
iCMS2	AC006511.4	control	AC006511.4	True
iCMS2	LMNB1-DT	control	LMNB1-DT	True
iCMS2	AMH	control	AMH	True
iCMS2	MAB21L4	control	MAB21L4	True
iCMS2	AC109446.3	control	AC109446.3	True
iCMS2	LINC01116	control	LINC01116	True
iCMS2	LRFN3	control	LRFN3	True
iCMS2	AL162258.2	control	AL162258.2	True
iCMS2	AC011306.1	control	AC011306.1	True
iCMS2	KCNS3	control	KCNS3	True
iCMS2	AC011939.2	control	AC011939.2	True
iCMS2	TMEM52	control	TMEM52	True
iCMS2	AC096642.1	control	AC096642.1	True
iCMS2	UFSP1	control	UFSP1	True
iCMS2	LINC01508	control	LINC01508	True
iCMS2	PTAFR	control	PTAFR	True
iCMS2	AC026356.2	control	AC026356.2	True
iCMS2	MMEL1	control	MMEL1	True
iCMS2	AC027601.1	control	AC027601.1	True
iCMS2	ZFP2	control	ZFP2	True
iCMS2	C1QTNF7	control	C1QTNF7	True
iCMS2	AC004083.1	control	AC004083.1	True
iCMS2	HIRIP3	control	HIRIP3	True
iCMS2	P3H3	control	P3H3	True
iCMS2	AC124067.2	control	AC124067.2	True
iCMS2	URB1-AS1	control	URB1-AS1	True
iCMS2	APOBEC1	control	APOBEC1	True
iCMS2	AL158195.1	control	AL158195.1	True
iCMS2	AL355499.1	control	AL355499.1	True
iCMS2	SNX18	control	SNX18	True
iCMS2	EMP3	control	EMP3	True
iCMS2	AC107398.3	control	AC107398.3	True
iCMS2	AC105942.1	control	AC105942.1	True
iCMS2	PDE1C	control	PDE1C	True
iCMS2	AL080317.2	control	AL080317.2	True
iCMS2	NKILA	control	NKILA	True
iCMS2	ZNF624	control	ZNF624	True
iCMS2	AC092338.2	control	AC092338.2	True
iCMS2	DOK6	control	DOK6	True
iCMS2	AL590807.1	control	AL590807.1	True
iCMS2	AC093627.5	control	AC093627.5	True
iCMS2	IRX2	control	IRX2	True
iCMS2	ZNF214	control	ZNF214	True
iCMS2	WAKMAR2	control	WAKMAR2	True
iCMS2	MYPOP	control	MYPOP	True
iCMS2	NAALADL2-AS2	control	NAALADL2-AS2	True
iCMS2	DNAH2	control	DNAH2	True
iCMS2	AC015912.3	control	AC015912.3	True
iCMS2	AC005838.2	control	AC005838.2	True
iCMS2	ZSCAN16-AS1	control	ZSCAN16-AS1	True
iCMS2	ARHGEF26-AS1	control	ARHGEF26-AS1	True
iCMS2	RAG1	control	RAG1	True
iCMS2	TMEM72-AS1	control	TMEM72-AS1	True
iCMS2	EYA1	control	EYA1	True
iCMS2	ZNF778	control	ZNF778	True
iCMS2	TBL3	control	TBL3	True
iCMS2	TEX30	control	TEX30	True
iCMS2	CHST11	control	CHST11	True
iCMS2	KBTBD7	control	KBTBD7	True
iCMS2	DAPP1	control	DAPP1	True
iCMS2	ABHD12B	control	ABHD12B	True
iCMS2	TRIM21	control	TRIM21	True
iCMS2	FAM110A	control	FAM110A	True
iCMS2	DEF6	control	DEF6	True
iCMS2	BORCS8	control	BORCS8	True
iCMS2	PRKCQ	control	PRKCQ	True
iCMS2	MIR4458HG	control	MIR4458HG	True
iCMS2	TMEM104	control	TMEM104	True
iCMS2	MRPL30	control	MRPL30	True
iCMS2	CU638689.5	control	CU638689.5	True
iCMS2	ALKBH2	control	ALKBH2	True
iCMS2	C11ORF95	control	C11orf95	True
iCMS2	TAC3	control	TAC3	True
iCMS2	AL354809.1	control	AL354809.1	True
iCMS2	AP000446.1	control	AP000446.1	True
iCMS2	IGIP	control	IGIP	True
iCMS2	MTERF2	control	MTERF2	True
iCMS2	AKT1S1	control	AKT1S1	True
iCMS2	GCHFR	control	GCHFR	True
iCMS2	PPOX	control	PPOX	True
iCMS2	AC004551.1	control	AC004551.1	True
iCMS2	POC1A	control	POC1A	True
iCMS2	P4HA3	control	P4HA3	True
iCMS2	DCLK2	control	DCLK2	True
iCMS2	IFT20	control	IFT20	True
iCMS2	DDA1	control	DDA1	True
iCMS2	CENPW	control	CENPW	True
iCMS2	ZNF595	control	ZNF595	True
iCMS2	ABCC2	control	ABCC2	True
iCMS2	RBFA	control	RBFA	True
iCMS2	AC092821.3	control	AC092821.3	True
iCMS2	ACSL1	control	ACSL1	True
iCMS2	RFC5	control	RFC5	True
iCMS2	UPK3BL1	control	UPK3BL1	True
iCMS2	SLC25A4	control	SLC25A4	True
iCMS2	TXNDC15	control	TXNDC15	True
iCMS2	PRUNE1	control	PRUNE1	True
iCMS2	SLC52A3	control	SLC52A3	True
iCMS2	TAF9	control	TAF9	True
iCMS2	TMEM109	control	TMEM109	True
iCMS2	YBEY	control	YBEY	True
iCMS2	RASGRF2	control	RASGRF2	True
iCMS2	BLM	control	BLM	True
iCMS2	ZNF746	control	ZNF746	True
iCMS2	ZNF260	control	ZNF260	True
iCMS2	SLC35B2	control	SLC35B2	True
iCMS2	ZNF787	control	ZNF787	True
iCMS2	METTL27	control	METTL27	True
iCMS2	LINC01414	control	LINC01414	True
iCMS2	VAMP4	control	VAMP4	True
iCMS2	AC022031.2	control	AC022031.2	True
iCMS2	PBDC1	control	PBDC1	True
iCMS2	SMPD3	control	SMPD3	True
iCMS2	WDR74	control	WDR74	True
iCMS2	PIGP	control	PIGP	True
iCMS2	PYM1	control	PYM1	True
iCMS2	TPCN2	control	TPCN2	True
iCMS2	SLC2A4RG	control	SLC2A4RG	True
iCMS2	ACVR1C	control	ACVR1C	True
iCMS2	VPS26B	control	VPS26B	True
iCMS2	AC027601.6	control	AC027601.6	True
iCMS2	STX4	control	STX4	True
iCMS2	RBBP5	control	RBBP5	True
iCMS2	SBF2-AS1	control	SBF2-AS1	True
iCMS2	KIZ-AS1	control	KIZ-AS1	True
iCMS2	TLDC2	control	TLDC2	True
iCMS2	CREBL2	control	CREBL2	True
iCMS2	RBSN	control	RBSN	True
iCMS2	WHRN	control	WHRN	True
iCMS2	TRIP6	control	TRIP6	True
iCMS2	MIEN1	control	MIEN1	True
iCMS2	PLEKHA4	control	PLEKHA4	True
iCMS2	MEAK7	control	MEAK7	True
iCMS2	SLC26A6	control	SLC26A6	True
iCMS2	PRDX3	control	PRDX3	True
iCMS2	AL390719.2	control	AL390719.2	True
iCMS2	ANKRD37	control	ANKRD37	True
iCMS2	MAP3K20-AS1	control	MAP3K20-AS1	True
iCMS2	ARHGAP11B	control	ARHGAP11B	True
iCMS2	CISD2	control	CISD2	True
iCMS2	SLC27A4	control	SLC27A4	True
iCMS2	SCRN3	control	SCRN3	True
iCMS2	LINC02320	control	LINC02320	True
iCMS2	NUCB1	control	NUCB1	True
iCMS2	CTSC	control	CTSC	True
iCMS2	METTL3	control	METTL3	True
iCMS2	VPS37C	control	VPS37C	True
iCMS2	DNAJA2	control	DNAJA2	True
iCMS2	PAXX	control	PAXX	True
iCMS2	SLC23A2	control	SLC23A2	True
iCMS2	ITGA1	control	ITGA1	True
iCMS2	GNAI1	control	GNAI1	True
iCMS2	WASHC2A	control	WASHC2A	True
iCMS2	AC074032.1	control	AC074032.1	True
iCMS2	ACTL6A	control	ACTL6A	True
iCMS2	TMEM67	control	TMEM67	True
iCMS2	DCBLD1	control	DCBLD1	True
iCMS2	GABRB1	control	GABRB1	True
iCMS2	TMEM9B	control	TMEM9B	True
iCMS2	DEPDC5	control	DEPDC5	True
iCMS2	DNAH7	control	DNAH7	True
iCMS2	NELFB	control	NELFB	True
iCMS2	FAM174B	control	FAM174B	True
iCMS2	ATAD5	control	ATAD5	True
iCMS2	CMC2	control	CMC2	True
iCMS2	RND3	control	RND3	True
iCMS2	CRTC3	control	CRTC3	True
iCMS2	LY6G6D	control	LY6G6D	True
iCMS2	ARRDC1	control	ARRDC1	True
iCMS2	SLC1A5	control	SLC1A5	True
iCMS2	CRBN	control	CRBN	True
iCMS2	CDK5RAP3	control	CDK5RAP3	True
iCMS2	GFOD1	control	GFOD1	True
iCMS2	SMG5	control	SMG5	True
iCMS2	UEVLD	control	UEVLD	True
iCMS2	COPS6	control	COPS6	True
iCMS2	PURB	control	PURB	True
iCMS2	DESI2	control	DESI2	True
iCMS2	CASC3	control	CASC3	True
iCMS2	PSMB8	control	PSMB8	True
iCMS2	TXNL4A	control	TXNL4A	True
iCMS2	PSMD5	control	PSMD5	True
iCMS2	H2AFJ	control	H2AFJ	True
iCMS2	PIK3C2B	control	PIK3C2B	True
iCMS2	CDS1	control	CDS1	True
iCMS2	YARS	control	YARS	True
iCMS2	PLOD3	control	PLOD3	True
iCMS2	YY1AP1	control	YY1AP1	True
iCMS2	IFNGR1	control	IFNGR1	True
iCMS2	CCDC57	control	CCDC57	True
iCMS2	NDUFA1	control	NDUFA1	True
iCMS2	POLR2B	control	POLR2B	True
iCMS2	AP3S2	control	AP3S2	True
iCMS2	CEP128	control	CEP128	True
iCMS2	AC010086.3	control	AC010086.3	True
iCMS2	TENT4B	control	TENT4B	True
iCMS2	IRF2	control	IRF2	True
iCMS2	LIMD1	control	LIMD1	True
iCMS2	HEXB	control	HEXB	True
iCMS2	PEX14	control	PEX14	True
iCMS2	PRKACB	control	PRKACB	True
iCMS2	RAB11FIP2	control	RAB11FIP2	True
iCMS2	EIF2S3	control	EIF2S3	True
iCMS2	LAMP1	control	LAMP1	True
iCMS2	NRXN3	control	NRXN3	True
iCMS2	VDAC2	control	VDAC2	True
iCMS2	SH3YL1	control	SH3YL1	True
iCMS2	EIF4G2	control	EIF4G2	True
iCMS2	CEP290	control	CEP290	True
iCMS2	DDX18	control	DDX18	True
iCMS2	RANBP2	control	RANBP2	True
iCMS2	EP300	control	EP300	True
iCMS2	FDFT1	control	FDFT1	True
iCMS2	MAP3K5	control	MAP3K5	True
iCMS2	TMEM245	control	TMEM245	True
iCMS2	AGO3	control	AGO3	True
iCMS2	TOMM20	control	TOMM20	True
iCMS2	ATL2	control	ATL2	True
iCMS2	TMEM260	control	TMEM260	True
iCMS2	LSR	control	LSR	True
iCMS2	RAF1	control	RAF1	True
iCMS2	KDM5A	control	KDM5A	True
iCMS2	CAPZB	control	CAPZB	True
iCMS2	TASP1	control	TASP1	True
iCMS2	MYO5B	control	MYO5B	True
iCMS2	CEMIP	control	CEMIP	True
iCMS2	CNOT2	control	CNOT2	True
iCMS2	TNRC6B	control	TNRC6B	True
iCMS2	IGF2R	control	IGF2R	True
iCMS2	ACSL5	control	ACSL5	True
iCMS2	TMEM168	control	TMEM168	True
iCMS2	GPATCH8	control	GPATCH8	True
iCMS2	OXR1	control	OXR1	True
iCMS2	SLC44A1	control	SLC44A1	True
iCMS2	SAT1	control	SAT1	True
iCMS2	RNF145	control	RNF145	True
iCMS2	UPF2	control	UPF2	True
iCMS2	EEF1D	control	EEF1D	True
iCMS2	MGST1	control	MGST1	True
iCMS2	TDRD3	control	TDRD3	True
iCMS2	CACNA1D	control	CACNA1D	True
iCMS2	ELF1	control	ELF1	True
iCMS3	ABHD3	target	ABHD3	True
iCMS3	ABO	target	ABO	True
iCMS3	ACADS	target	ACADS	True
iCMS3	ACER3	target	ACER3	True
iCMS3	ADAM9	target	ADAM9	True
iCMS3	AGR2	target	AGR2	True
iCMS3	AGR3	target	AGR3	True
iCMS3	AGRN	target	AGRN	True
iCMS3	AHNAK	target	AHNAK	True
iCMS3	AKAP13	target	AKAP13	True
iCMS3	AKR7A3	target	AKR7A3	True
iCMS3	AKT1	target	AKT1	True
iCMS3	ALDH6A1	target	ALDH6A1	True
iCMS3	ALDOB	target	ALDOB	True
iCMS3	AMN	target	AMN	True
iCMS3	ANG	target	ANG	True
iCMS3	ANKRD36C	target	ANKRD36C	True
iCMS3	ANPEP	target	ANPEP	True
iCMS3	ANXA1	target	ANXA1	True
iCMS3	ANXA13	target	ANXA13	True
iCMS3	AQP3	target	AQP3	True
iCMS3	ARSA	target	ARSA	True
iCMS3	ASAP2	target	ASAP2	True
iCMS3	ASRGL1	target	ASRGL1	True
iCMS3	ATL3	target	ATL3	True
iCMS3	ATP1B1	target	ATP1B1	True
iCMS3	ATP2A3	target	ATP2A3	True
iCMS3	ATP8A1	target	ATP8A1	True
iCMS3	ATP8B1	target	ATP8B1	True
iCMS3	B3GALT5	target	B3GALT5	True
iCMS3	B3GNT7	target	B3GNT7	True
iCMS3	BAIAP2L2	target	BAIAP2L2	True
iCMS3	BCAS1	target	BCAS1	True
iCMS3	BNIP3L	target	BNIP3L	True
iCMS3	BTBD6	target	BTBD6	True
iCMS3	C12ORF57	target	C12orf57	True
iCMS3	C18ORF32	target	C18orf32	True
iCMS3	C2ORF88	target	C2orf88	True
iCMS3	C4BPB	target	C4BPB	True
iCMS3	C9ORF3	target		False
iCMS3	CA12	target	CA12	True
iCMS3	CA2	target	CA2	True
iCMS3	CA7	target	CA7	True
iCMS3	CA9	target	CA9	True
iCMS3	CAMK2D	target	CAMK2D	True
iCMS3	CANT1	target	CANT1	True
iCMS3	CARD16	target	CARD16	True
iCMS3	CASC4	target	CASC4	True
iCMS3	CASZ1	target	CASZ1	True
iCMS3	CCAR2	target	CCAR2	True
iCMS3	CCDC68	target	CCDC68	True
iCMS3	CCNG2	target	CCNG2	True
iCMS3	CD55	target	CD55	True
iCMS3	CDC42EP1	target	CDC42EP1	True
iCMS3	CDC42EP5	target	CDC42EP5	True
iCMS3	CDKN2A	target	CDKN2A	True
iCMS3	CDKN2B	target	CDKN2B	True
iCMS3	CEACAM7	target	CEACAM7	True
iCMS3	CEP70	target	CEP70	True
iCMS3	CFD	target	CFD	True
iCMS3	CHCHD10	target	CHCHD10	True
iCMS3	CHD3	target	CHD3	True
iCMS3	CKAP4	target	CKAP4	True
iCMS3	CLCA1	target	CLCA1	True
iCMS3	CLCA4	target	CLCA4	True
iCMS3	CLSTN1	target	CLSTN1	True
iCMS3	CLU	target	CLU	True
iCMS3	COL16A1	target	COL16A1	True
iCMS3	COPG1	target	COPG1	True
iCMS3	CRACR2B	target	CRACR2B	True
iCMS3	CREB3L1	target	CREB3L1	True
iCMS3	CRELD2	target	CRELD2	True
iCMS3	CRIP1	target	CRIP1	True
iCMS3	CTNNBIP1	target	CTNNBIP1	True
iCMS3	CTSE	target	CTSE	True
iCMS3	CXCL3	target	CXCL3	True
iCMS3	CXXC1	target	CXXC1	True
iCMS3	CYR61	target		False
iCMS3	CYSTM1	target	CYSTM1	True
iCMS3	DEFA6	target	DEFA6	True
iCMS3	DEGS2	target	DEGS2	True
iCMS3	DENND2A	target	DENND2A	True
iCMS3	DEPP1	target	DEPP1	True
iCMS3	DGLUCY	target	DGLUCY	True
iCMS3	DHRS1	target	DHRS1	True
iCMS3	DIP2A	target	DIP2A	True
iCMS3	DMBT1	target	DMBT1	True
iCMS3	DNAJC10	target	DNAJC10	True
iCMS3	DOCK5	target	DOCK5	True
iCMS3	DPYSL2	target	DPYSL2	True
iCMS3	DUSP4	target	DUSP4	True
iCMS3	EDEM3	target	EDEM3	True
iCMS3	EGLN3	target	EGLN3	True
iCMS3	ENOSF1	target	ENOSF1	True
iCMS3	ENTPD8	target	ENTPD8	True
iCMS3	EPS8L1	target	EPS8L1	True
iCMS3	ERGIC1	target	ERGIC1	True
iCMS3	ERN2	target	ERN2	True
iCMS3	F3	target	F3	True
iCMS3	FA2H	target	FA2H	True
iCMS3	FABP2	target	FABP2	True
iCMS3	FAM107B	target	FAM107B	True
iCMS3	FAM114A1	target	FAM114A1	True
iCMS3	FBXW5	target	FBXW5	True
iCMS3	FCGBP	target	FCGBP	True
iCMS3	FFAR4	target	FFAR4	True
iCMS3	FGFBP1	target	FGFBP1	True
iCMS3	FLII	target	FLII	True
iCMS3	FOXA1	target	FOXA1	True
iCMS3	FOXA3	target	FOXA3	True
iCMS3	FOXP1	target	FOXP1	True
iCMS3	FRMD4B	target	FRMD4B	True
iCMS3	FUT8	target	FUT8	True
iCMS3	GALNT1	target	GALNT1	True
iCMS3	GALNT12	target	GALNT12	True
iCMS3	GALNT5	target	GALNT5	True
iCMS3	GALNT7	target	GALNT7	True
iCMS3	GBA2	target	GBA2	True
iCMS3	GBP3	target	GBP3	True
iCMS3	GCNT3	target	GCNT3	True
iCMS3	GNAQ	target	GNAQ	True
iCMS3	GOLM1	target	GOLM1	True
iCMS3	GPRIN3	target	GPRIN3	True
iCMS3	GPT	target	GPT	True
iCMS3	GSDMB	target	GSDMB	True
iCMS3	GSKIP	target	GSKIP	True
iCMS3	GSN	target	GSN	True
iCMS3	GSR	target	GSR	True
iCMS3	GSTZ1	target	GSTZ1	True
iCMS3	HEPACAM2	target	HEPACAM2	True
iCMS3	HES4	target	HES4	True
iCMS3	HID1	target	HID1	True
iCMS3	HIF1A	target	HIF1A	True
iCMS3	HIPK1	target	HIPK1	True
iCMS3	HIPK2	target	HIPK2	True
iCMS3	HSD17B2	target	HSD17B2	True
iCMS3	IER3IP1	target	IER3IP1	True
iCMS3	IFI16	target	IFI16	True
iCMS3	IFI27L1	target	IFI27L1	True
iCMS3	IFI6	target	IFI6	True
iCMS3	IGFBP2	target	IGFBP2	True
iCMS3	IL18	target	IL18	True
iCMS3	IL1R2	target	IL1R2	True
iCMS3	IMPA2	target	IMPA2	True
iCMS3	IMPACT	target	IMPACT	True
iCMS3	IQGAP2	target	IQGAP2	True
iCMS3	ITLN1	target	ITLN1	True
iCMS3	KCNK1	target	KCNK1	True
iCMS3	KCTD12	target	KCTD12	True
iCMS3	KDELR3	target	KDELR3	True
iCMS3	KIAA1324	target	KIAA1324	True
iCMS3	KIAA1468	target		False
iCMS3	KIAA1522	target	KIAA1522	True
iCMS3	KLF2	target	KLF2	True
iCMS3	KLF9	target	KLF9	True
iCMS3	KLK1	target	KLK1	True
iCMS3	KLK11	target	KLK11	True
iCMS3	KRT7	target	KRT7	True
iCMS3	L1TD1	target	L1TD1	True
iCMS3	LAMA3	target	LAMA3	True
iCMS3	LCN15	target	LCN15	True
iCMS3	LGALS2	target	LGALS2	True
iCMS3	LGR4	target	LGR4	True
iCMS3	LIMA1	target	LIMA1	True
iCMS3	LINC00467	target	LINC00467	True
iCMS3	LIPG	target	LIPG	True
iCMS3	LMAN1	target	LMAN1	True
iCMS3	LMF2	target	LMF2	True
iCMS3	LMNA	target	LMNA	True
iCMS3	LMO4	target	LMO4	True
iCMS3	LPCAT4	target	LPCAT4	True
iCMS3	LPIN1	target	LPIN1	True
iCMS3	LRP10	target	LRP10	True
iCMS3	LRRC26	target	LRRC26	True
iCMS3	LXN	target	LXN	True
iCMS3	LYZ	target	LYZ	True
iCMS3	MAPRE2	target	MAPRE2	True
iCMS3	MATN2	target	MATN2	True
iCMS3	MBP	target	MBP	True
iCMS3	MCU	target	MCU	True
iCMS3	ME1	target	ME1	True
iCMS3	MFHAS1	target	MFHAS1	True
iCMS3	MIA2	target	MIA2	True
iCMS3	MIA3	target	MIA3	True
iCMS3	MLPH	target	MLPH	True
iCMS3	MMP28	target	MMP28	True
iCMS3	MMP7	target	MMP7	True
iCMS3	MPDU1	target	MPDU1	True
iCMS3	MPPE1	target	MPPE1	True
iCMS3	MS4A12	target	MS4A12	True
iCMS3	MUC1	target	MUC1	True
iCMS3	MUC17	target	MUC17	True
iCMS3	MUC2	target	MUC2	True
iCMS3	MUC4	target	MUC4	True
iCMS3	MUC5AC	target	MUC5AC	True
iCMS3	MUC5B	target	MUC5B	True
iCMS3	MYO5C	target	MYO5C	True
iCMS3	MYOF	target	MYOF	True
iCMS3	NAA38	target	NAA38	True
iCMS3	NBL1	target	NBL1	True
iCMS3	NDRG2	target	NDRG2	True
iCMS3	NDUFA4L2	target	NDUFA4L2	True
iCMS3	NDUFV2	target	NDUFV2	True
iCMS3	NEO1	target	NEO1	True
iCMS3	NFIC	target	NFIC	True
iCMS3	NPDC1	target	NPDC1	True
iCMS3	NPTN	target	NPTN	True
iCMS3	NR3C2	target	NR3C2	True
iCMS3	NR4A2	target	NR4A2	True
iCMS3	NUCB2	target	NUCB2	True
iCMS3	NUDT8	target	NUDT8	True
iCMS3	NUMB	target	NUMB	True
iCMS3	P2RX4	target	P2RX4	True
iCMS3	PADI2	target	PADI2	True
iCMS3	PALLD	target	PALLD	True
iCMS3	PAPSS2	target	PAPSS2	True
iCMS3	PCM1	target	PCM1	True
iCMS3	PDE4DIP	target	PDE4DIP	True
iCMS3	PDLIM5	target	PDLIM5	True
iCMS3	PFKP	target	PFKP	True
iCMS3	PIAS2	target	PIAS2	True
iCMS3	PIGR	target	PIGR	True
iCMS3	PLA2G10	target	PLA2G10	True
iCMS3	PLA2G2A	target	PLA2G2A	True
iCMS3	PLAC8	target	PLAC8	True
iCMS3	PLLP	target	PLLP	True
iCMS3	PMP22	target	PMP22	True
iCMS3	POLD3	target	POLD3	True
iCMS3	PPP1R12B	target	PPP1R12B	True
iCMS3	PPP2CB	target	PPP2CB	True
iCMS3	PPP3CA	target	PPP3CA	True
iCMS3	PPP4R1	target	PPP4R1	True
iCMS3	PPP6R1	target	PPP6R1	True
iCMS3	PQLC1	target		False
iCMS3	PRSS2	target	PRSS2	True
iCMS3	PTAR1	target	PTAR1	True
iCMS3	PTGFRN	target	PTGFRN	True
iCMS3	PTPN18	target	PTPN18	True
iCMS3	PTPRF	target	PTPRF	True
iCMS3	PTPRH	target	PTPRH	True
iCMS3	PYY	target	PYY	True
iCMS3	QSOX1	target	QSOX1	True
iCMS3	RAMP1	target	RAMP1	True
iCMS3	RAP1GAP	target	RAP1GAP	True
iCMS3	RARRES1	target	RARRES1	True
iCMS3	RARRES3	target		False
iCMS3	RASD1	target	RASD1	True
iCMS3	RASSF6	target	RASSF6	True
iCMS3	RCOR1	target	RCOR1	True
iCMS3	REG1A	target	REG1A	True
iCMS3	REG1B	target	REG1B	True
iCMS3	REG3A	target	REG3A	True
iCMS3	REG4	target	REG4	True
iCMS3	REP15	target	REP15	True
iCMS3	RETNLB	target	RETNLB	True
iCMS3	RGS10	target	RGS10	True
iCMS3	RGS2	target	RGS2	True
iCMS3	RHBDL2	target	RHBDL2	True
iCMS3	RHOBTB3	target	RHOBTB3	True
iCMS3	RIOK3	target	RIOK3	True
iCMS3	RNASE1	target	RNASE1	True
iCMS3	RNF11	target	RNF11	True
iCMS3	RNF138	target	RNF138	True
iCMS3	RNF19B	target	RNF19B	True
iCMS3	S100A13	target	S100A13	True
iCMS3	S100A14	target	S100A14	True
iCMS3	S100P	target	S100P	True
iCMS3	SAMD5	target	SAMD5	True
iCMS3	SCNN1A	target	SCNN1A	True
iCMS3	SCP2	target	SCP2	True
iCMS3	SDR16C5	target	SDR16C5	True
iCMS3	SEC24D	target	SEC24D	True
iCMS3	SERPINA1	target	SERPINA1	True
iCMS3	SERPINB5	target	SERPINB5	True
iCMS3	SEZ6L2	target	SEZ6L2	True
iCMS3	SGMS2	target	SGMS2	True
iCMS3	SH3BGRL3	target	SH3BGRL3	True
iCMS3	SHROOM3	target	SHROOM3	True
iCMS3	SIPA1L2	target	SIPA1L2	True
iCMS3	SLC22A23	target	SLC22A23	True
iCMS3	SLC25A37	target	SLC25A37	True
iCMS3	SLC28A2	target	SLC28A2	True
iCMS3	SLC35A1	target	SLC35A1	True
iCMS3	SLC37A1	target	SLC37A1	True
iCMS3	SLC4A4	target	SLC4A4	True
iCMS3	SLC6A14	target	SLC6A14	True
iCMS3	SLC9A1	target	SLC9A1	True
iCMS3	SLC9A2	target	SLC9A2	True
iCMS3	SMAD2	target	SMAD2	True
iCMS3	SMAD4	target	SMAD4	True
iCMS3	SMCHD1	target	SMCHD1	True
